genename	p_value	fdr
3097	FLNC	8.13939161763169e-06	1.43073723363596e-05
7004	PSMB6	8.14028025979057e-06	1.43073723363596e-05
675	ATP6V0A2	8.16346621866763e-06	1.43456455074289e-05
2062	CWC22	8.18533124723943e-06	1.43815845903569e-05
5710	NDUFB10	8.21908767433062e-06	1.44384007789614e-05
9615	URI1	8.26832336577584e-06	1.45223849447579e-05
3560	GRIN2D	8.38159698622969e-06	1.47187961575893e-05
6290	PCDH1	8.3888977584829e-06	1.47290743695282e-05
4831	LPP	8.46942155927476e-06	1.48678905129426e-05
6291	PCDH17	8.54479854812309e-06	1.49976251949717e-05
2358	DNAJC19	8.55238359115473e-06	1.50083488481658e-05
6468	PHF5A	8.62470333829817e-06	1.51326504071244e-05
6882	PREPL	8.63907787042707e-06	1.5155257660951e-05
8293	SMC1A	8.78615663550171e-06	1.54106157677515e-05
3807	HIST1H3F	8.81343373966385e-06	1.54557940757801e-05
9224	TP63	8.84302616764467e-06	1.55050164087296e-05
63	ACAP3	8.86198669262894e-06	1.55355834265232e-05
7882	SEC11C	8.86476530192269e-06	1.5537776949769e-05
7757	S100A14	8.87752184763158e-06	1.55574555996479e-05
509	ARHGEF40	8.94442754271868e-06	1.56720050623626e-05
2760	ERBB2	8.98641164984638e-06	1.57428561587545e-05
2734	EPHA8	8.9880887504017e-06	1.57430831366798e-05
3133	FOXG1	9.03963595761621e-06	1.58306449641642e-05
2286	DIRAS2	9.10302546686177e-06	1.59389118888786e-05
3442	GNG5	9.13080264308793e-06	1.59847969864281e-05
404	APBA3	9.14870873697479e-06	1.60133885033112e-05
6245	PARK7	9.19216770328052e-06	1.6086688808786e-05
2030	CTRC	9.32690911025007e-06	1.63196846196378e-05
920	BRSK1	9.43634954128643e-06	1.65083377271723e-05
5908	NOV	9.44128759788668e-06	1.65141366460284e-05
5376	MRPL40	9.49667220515418e-06	1.66081564969973e-05
3293	GCFC2	9.51198242335357e-06	1.66306549214442e-05
1673	CLCF1	9.51280654555038e-06	1.66306549214442e-05
5586	MYPN	9.54987365336932e-06	1.66925884322553e-05
3300	GCLC	9.55570985267312e-06	1.66999203455152e-05
10168	ZW10	9.59410176972904e-06	1.67641355725616e-05
3782	HIST1H2AB	9.6199687043283e-06	1.68064471284788e-05
2501	DYRK1A	9.7492894193554e-06	1.70294507663294e-05
8946	TFG	9.85249615854823e-06	1.72067714027315e-05
4482	KDM6A	9.8953842706396e-06	1.72766313355172e-05
3514	GPR45	9.89589411108409e-06	1.72766313355172e-05
1092	CAMK2D	9.91217147748478e-06	1.73020796912239e-05
9052	TLN1	9.99402845372512e-06	1.7441971429018e-05
1082	CALML3	1.00195966039491e-05	1.74835945543696e-05
7087	PTPN7	1.00366999521195e-05	1.75104353649308e-05
3169	FSHR	1.0068275864015e-05	1.75625120652648e-05
1065	CACTIN	1.00819239788018e-05	1.75833040693213e-05
4586	KLHL35	1.00979764855079e-05	1.76082815884593e-05
10100	ZNF496	1.03020120540359e-05	1.79609886247998e-05
6237	PAPPA2	1.03169539981712e-05	1.79839569950985e-05
3132	FOXF2	1.03574247131528e-05	1.80514102461716e-05
9805	WDR47	1.0361675633216e-05	1.80557256280758e-05
7181	RAB38	1.03725570769942e-05	1.80715915643537e-05
837	BICD1	1.0397581234945e-05	1.81120879971054e-05
5509	MX2	1.04280837298821e-05	1.81621119301645e-05
6689	PNRC2	1.0440481724281e-05	1.81805923623949e-05
3232	GABRG2	1.0443164980648e-05	1.81821525497401e-05
7624	RPLP2	1.04693116066622e-05	1.82245562927061e-05
7531	RNF2	1.04714629396907e-05	1.82251826322453e-05
5523	MYCBP2	1.05036375578123e-05	1.82780542038359e-05
6538	PIP5K1B	1.05495079636294e-05	1.83547365339494e-05
676	ATP6V0A4	1.06795312637617e-05	1.85777824121491e-05
7752	S100A1	1.07644071875624e-05	1.87222284696654e-05
8427	SP1	1.07687092898593e-05	1.87265093343143e-05
7576	RPA2	1.08523037527661e-05	1.88686525511689e-05
1952	CRY2	1.08951440959729e-05	1.89399010403849e-05
5457	MTF2	1.10271359196289e-05	1.91660778592833e-05
881	BNC2	1.10976860731139e-05	1.92854049234349e-05
3933	HPS6	1.11276107261716e-05	1.93339810423146e-05
4090	IGKV1-5	1.11294399866111e-05	1.93339810423146e-05
653	ATP2A1	1.1319227900641e-05	1.96603219110843e-05
3739	HERC6	1.1495705317934e-05	1.99634363604204e-05
4188	IMPA1	1.15009774255144e-05	1.99691830260723e-05
8825	TASP1	1.15170805496094e-05	1.99937304490062e-05
9185	TNS1	1.15249850471676e-05	2.00040390521816e-05
5310	MOK	1.15985076688046e-05	2.01282187845017e-05
6761	POU2F3	1.1628672097491e-05	2.01771245518977e-05
2150	DBNL	1.16314291382798e-05	2.01784666820806e-05
7373	RECK	1.17717344183341e-05	2.04183894693457e-05
479	ARHGAP21	1.17939174166222e-05	2.04533791134159e-05
8462	SPEN	1.18437376688528e-05	2.05362780475949e-05
5866	NME7	1.1846273823695e-05	2.05371751207309e-05
8951	TFR2	1.18524782878017e-05	2.0544430332562e-05
9106	TMEM62	1.19059160762666e-05	2.0633540757046e-05
4775	LIMK2	1.20772457455444e-05	2.09268984788662e-05
2153	DCAF1	1.2166912128783e-05	2.10786779778796e-05
8692	SUMO3	1.22122485206384e-05	2.11536189682367e-05
2063	CWC25	1.2284007484879e-05	2.12742948831587e-05
299	AMFR	1.23364774563949e-05	2.13615293896008e-05
9521	UBE2W	1.24087021275806e-05	2.14829351163849e-05
5744	NEFL	1.2472397576121e-05	2.15895355694877e-05
9046	TLE2	1.24789162247236e-05	2.15971443950515e-05
7391	REPS2	1.25599731011761e-05	2.17337313077503e-05
2022	CTNNB1	1.26609347881787e-05	2.19047091156704e-05
5410	MRPS31	1.27443243016897e-05	2.20452322940128e-05
8940	TFCP2	1.27719370679274e-05	2.20892410391067e-05
7275	RAPGEF6	1.27835368676411e-05	2.21055448843299e-05
1918	CREB3L2	1.28141074137214e-05	2.21546422025473e-05
4018	ICMT	1.28758455001024e-05	2.22576000463112e-05
6559	PKD1L3	1.30240984199279e-05	2.25100498175206e-05
5531	MYH1	1.30633847913669e-05	2.25741147413922e-05
2231	DEGS1	1.31588155842812e-05	2.27351615045674e-05
4927	MAATS1	1.3193787076952e-05	2.27917126734306e-05
4826	LPAR2	1.32042119404955e-05	2.28058485688728e-05
3893	HOXA1	1.34243356804435e-05	2.31821026781789e-05
7597	RPL18	1.34556688803249e-05	2.3232267399787e-05
6046	NUDC	1.34858436036598e-05	2.32804152350299e-05
7063	PTH2R	1.35277694195483e-05	2.33488290303808e-05
365	ANXA4	1.35357366972177e-05	2.33586173741807e-05
9088	TMEM126B	1.35995877798281e-05	2.34648247089876e-05
6357	PDGFRB	1.3703172302645e-05	2.36395407554363e-05
7355	RBSN	1.3771215056792e-05	2.37528943324423e-05
5694	NDUFA12	1.38381048628241e-05	2.38642211848634e-05
7174	RAB32	1.39697988171047e-05	2.40872480282044e-05
2665	ELP3	1.40843290763095e-05	2.42806100141156e-05
818	BDNF	1.41342035889141e-05	2.43624624042736e-05
8464	SPG21	1.41627000798501e-05	2.44074450130975e-05
3627	GUCA1B	1.43525942849745e-05	2.47305117989575e-05
6040	NUAK2	1.43730824651439e-05	2.47616203078593e-05
7833	SCGB3A2	1.44292497236193e-05	2.48541749811004e-05
9132	TNFAIP8L1	1.44498377004659e-05	2.48854238914575e-05
111	ACVR2B	1.44751643935609e-05	2.49248218306864e-05
6826	PPP1R9A	1.46430147841033e-05	2.5209576814805e-05
6117	OLFM4	1.47325600635623e-05	2.53594472972283e-05
8177	SLC25A10	1.47995396543064e-05	2.54704308751918e-05
21	ABCA7	1.48669830919856e-05	2.55821750667743e-05
7996	SF3A1	1.49693228973189e-05	2.57539187949308e-05
6023	NT5E	1.49764400142564e-05	2.57618066055175e-05
2553	EEFSEC	1.50146306729681e-05	2.58231340382257e-05
6751	POP4	1.50493592135222e-05	2.58784873697027e-05
8360	SNRPG	1.50534095269074e-05	2.58810774239021e-05
3758	HHLA3	1.51465148967231e-05	2.60367516127684e-05
9653	USP49	1.51678399887017e-05	2.60690042583313e-05
9378	TSN	1.51912762440043e-05	2.6104873856462e-05
4719	LDB1	1.52623489354428e-05	2.62225765445465e-05
8133	SKIV2L	1.52712830752512e-05	2.62334959007987e-05
4987	MAP2K5	1.53484556779106e-05	2.63616139813245e-05
5074	MBD2	1.54651379996846e-05	2.65575369464536e-05
1697	CLIC1	1.55143487749946e-05	2.66375476941806e-05
4280	ISG15	1.55333425755028e-05	2.66656587952397e-05
7084	PTPN4	1.56053788789074e-05	2.67848016425047e-05
6289	PCCB	1.56199905917981e-05	2.68053583485766e-05
1217	CCDC183	1.57198619379785e-05	2.69721969126422e-05
4449	KCNQ1	1.5735115850578e-05	2.6993816787172e-05
3672	HARS	1.58392638220382e-05	2.71679026912148e-05
9456	TWNK	1.59694881706669e-05	2.73866492178345e-05
8699	SUPT5H	1.59944375249491e-05	2.74248125638475e-05
2752	EPS8	1.61035755760717e-05	2.76072926079167e-05
3969	HSPA8	1.62122538539512e-05	2.77889230760313e-05
3330	GFM2	1.63999679449315e-05	2.81059423692365e-05
6439	PFN2	1.65627220655607e-05	2.83800861669108e-05
3195	FZD10	1.66049272274051e-05	2.8447612779453e-05
6602	PLCD3	1.66481204762969e-05	2.85168091606951e-05
7494	RLIM	1.6830228742708e-05	2.88238917507691e-05
5909	NOVA1	1.70409846392981e-05	2.9179925388921e-05
9645	USP37	1.70929158014879e-05	2.92639233336479e-05
6686	PNPLA2	1.70993809612519e-05	2.92700660472514e-05
1172	CAVIN1	1.71205412562504e-05	2.93013570322738e-05
4818	LONRF3	1.71521863903568e-05	2.93505789990076e-05
7599	RPL23A	1.72140747092677e-05	2.94515274163102e-05
8099	SIKE1	1.72979718099487e-05	2.95900903350611e-05
7171	RAB2B	1.74468231018705e-05	2.98396992964575e-05
7191	RAB4A	1.75694086427305e-05	3.00443089800803e-05
7269	RAP2B	1.76232038801915e-05	3.01312358106198e-05
2626	EIF4E2	1.78068165898897e-05	3.04400512802802e-05
6520	PIK3CG	1.79324219602084e-05	3.0649618380578e-05
5768	NEURL2	1.79913853757196e-05	3.07452315516874e-05
430	APOC2	1.81517032022296e-05	3.10139866772391e-05
1459	CDKL1	1.81910446148245e-05	3.10759860397329e-05
3145	FOXP1	1.83539324087189e-05	3.13489849553218e-05
7985	SETD1A	1.84251503727592e-05	3.14653440896557e-05
2324	DMP1	1.84886359627985e-05	3.1568461505463e-05
1704	CLIP1	1.84922135784555e-05	3.15692714773667e-05
3468	GORASP1	1.87630427817428e-05	3.20262473521257e-05
9870	WWC2	1.88618332132269e-05	3.21894697665085e-05
458	ARCN1	1.90946436311689e-05	3.25813166152099e-05
9102	TMEM39B	1.92395297932082e-05	3.28230314583778e-05
4682	LAMA5	1.92485568883067e-05	3.28329257586761e-05
8191	SLC25A5	1.92744432645942e-05	3.28715693764823e-05
3999	HTRA1	1.93175620359289e-05	3.29395840750092e-05
1551	CFAP20	1.93517026991861e-05	3.29922694082153e-05
4472	KDELR3	1.94573174121767e-05	3.31667711183099e-05
4548	KIRREL3	1.95703946842878e-05	3.33539328402177e-05
1477	CDX1	1.96130088248458e-05	3.34209612688703e-05
9025	TIMM9	1.97790904403021e-05	3.36983230697025e-05
2102	CYP11B1	1.98116564585978e-05	3.37481549151566e-05
3675	HAT1	1.98213554428153e-05	3.37590237602142e-05
314	ANAPC13	2.00703466679602e-05	3.41773747327015e-05
10055	ZNF277	2.03965120924738e-05	3.47269820111693e-05
2374	DNMBP	2.04150809395946e-05	3.47527808565087e-05
2003	CSTF3	2.04315847095771e-05	3.4775056257408e-05
7262	RANBP6	2.04456494841818e-05	3.47931736705557e-05
6302	PCGF5	2.0472763718781e-05	3.48334880935204e-05
2026	CTNND2	2.05562998331256e-05	3.49697722746466e-05
410	APC2	2.08481613374953e-05	3.54603486517873e-05
6988	PSIP1	2.0880058437027e-05	3.55086650752049e-05
7379	REG1B	2.0938104700625e-05	3.56014272303957e-05
9302	TRIM33	2.14867224095482e-05	3.65281462353499e-05
1921	CREB5	2.17495064099161e-05	3.69687098927446e-05
6666	PMEPA1	2.1768444875537e-05	3.69947192981688e-05
6243	PARD6B	2.18422685048144e-05	3.71139798729709e-05
7663	RPS6KA5	2.19392040632364e-05	3.72724654200574e-05
8697	SUPT20H	2.25429254470422e-05	3.82917316033996e-05
9461	TXLNG	2.26352316869681e-05	3.84421055010895e-05
2101	CYP11A1	2.27030915938675e-05	3.85509181746644e-05
3082	FKBP1B	2.27816933283647e-05	3.86779316137273e-05
1151	CASP14	2.28072753839017e-05	3.87149028000053e-05
9958	ZC3H14	2.28632923134975e-05	3.88018978573025e-05
7954	SERBP1	2.28661533131356e-05	3.88018978573025e-05
4163	IL3	2.2957260704068e-05	3.89500021918751e-05
7603	RPL27	2.29612987448835e-05	3.89503572005502e-05
2499	DYNLT1	2.3140667112576e-05	3.92480837839673e-05
2799	ESR2	2.32149907870947e-05	3.93675781425428e-05
9824	WEE1	2.34359476360209e-05	3.97356492168735e-05
841	BID	2.34889089586146e-05	3.98188086712192e-05
859	BLVRB	2.35385290819275e-05	3.98962772993084e-05
2523	ECD	2.35634431002121e-05	3.99318518504844e-05
4318	ITIH2	2.36875411542707e-05	4.01354690477008e-05
8979	THAP4	2.37172217946736e-05	4.01790669970382e-05
7749	RYR1	2.37649280730771e-05	4.02531823655367e-05
5191	METTL17	2.40287426420588e-05	4.06932576823147e-05
3817	HIST1H4F	2.43501455962984e-05	4.12306975950638e-05
3750	HEY1	2.45475606049872e-05	4.15580519278639e-05
9613	URB2	2.4754556724421e-05	4.19015150678095e-05
2643	ELAVL4	2.4815716883571e-05	4.19980515482561e-05
231	AIFM1	2.48438507866155e-05	4.20386716653757e-05
6960	PRPS2	2.4915297937746e-05	4.21525571130368e-05
348	ANKS3	2.49769748784775e-05	4.22498778581229e-05
5827	NIPBL	2.50139993866469e-05	4.23054722793614e-05
6721	POLR2A	2.50729904862147e-05	4.23981935199905e-05
1472	CDON	2.52332884438255e-05	4.26621644239716e-05
2847	EXOSC8	2.52630708678081e-05	4.27054203951831e-05
10125	ZNF670	2.52860898017624e-05	4.27372306950207e-05
4079	IGFBP2	2.57355763563441e-05	4.34897040320745e-05
4833	LRBA	2.58176307208341e-05	4.36211189707765e-05
9966	ZCCHC10	2.6017276817662e-05	4.39511386692254e-05
683	ATP6V1B2	2.60703968552159e-05	4.40335625449297e-05
8420	SOX30	2.62175548734229e-05	4.42747652269807e-05
581	ASB4	2.63264988622031e-05	4.44513648008617e-05
5373	MRPL37	2.66521505613264e-05	4.4993748367138e-05
612	ASXL2	2.68794082785342e-05	4.53698723108559e-05
10042	ZNF208	2.6911357232159e-05	4.5416263623549e-05
3856	HMGCS1	2.69802397071983e-05	4.55249591211359e-05
7028	PSME3	2.733327913559e-05	4.61130097257641e-05
8523	SRGAP1	2.74233315073651e-05	4.62572627133851e-05
8800	TAF6L	2.75824997800938e-05	4.6518032205387e-05
4089	IGHMBP2	2.77684810195182e-05	4.68239279647867e-05
3979	HSPBP1	2.7954486642925e-05	4.71297634435658e-05
8953	TG	2.8138625570664e-05	4.7432350941237e-05
7200	RAB8B	2.82495447888927e-05	4.76114345820752e-05
5378	MRPL42	2.82760374450571e-05	4.76481909770691e-05
815	BCS1L	2.82904049746714e-05	4.76645064271832e-05
3716	HDHD2	2.82968621622145e-05	4.76674911038596e-05
6104	ODF2	2.83818337926764e-05	4.78027144325989e-05
6446	PGLS	2.85118473689508e-05	4.80137433014958e-05
7860	SCT	2.85869612087538e-05	4.81322668614121e-05
8736	SYNRG	2.89300677376954e-05	4.8701899569018e-05
7033	PSPC1	2.90865481504839e-05	4.89572227556044e-05
908	BRD7	2.91806580751627e-05	4.91074995200381e-05
6729	POLR2J	2.93182326818587e-05	4.93308602501734e-05
9268	TRAPPC3	2.94564197077775e-05	4.95551773916356e-05
10054	ZNF276	2.94839693399591e-05	4.95933234284729e-05
1979	CSNK1A1	2.98522596965287e-05	5.0204502875316e-05
6782	PPHLN1	3.009150186093e-05	5.05984873440067e-05
248	AKAP17A	3.0847836785281e-05	5.18616829642478e-05
7675	RRAGB	3.08675044985092e-05	5.18861737051113e-05
468	ARFIP1	3.08780179294067e-05	5.18952711706352e-05
3885	HOMER1	3.09833092660997e-05	5.20636282068107e-05
6078	NUP88	3.10866934627595e-05	5.22287254494885e-05
7246	RALGAPA1	3.12161812881673e-05	5.24376176097302e-05
4036	IFI27	3.13862184606324e-05	5.27145452204083e-05
771	BAZ2A	3.1551548212417e-05	5.29834763890588e-05
8537	SRPRB	3.19279813660495e-05	5.3606759273283e-05
1447	CDK2AP2	3.20903613673997e-05	5.38705026717091e-05
7240	RAI1	3.21766989665748e-05	5.4006526742611e-05
9124	TMSB4Y	3.22350456042375e-05	5.40955326512551e-05
1053	CACNA2D3	3.24454282536344e-05	5.44396077229461e-05
6464	PHF2	3.25182480274745e-05	5.45527930711574e-05
3340	GGCX	3.27135606101924e-05	5.487140182811e-05
3149	FOXRED1	3.30133094463561e-05	5.53650506095912e-05
5196	MEX3B	3.30535986083624e-05	5.54234809037203e-05
1659	CITED4	3.33308795638497e-05	5.58778620139801e-05
10111	ZNF587	3.3336999148005e-05	5.58778620139801e-05
10164	ZSWIM2	3.33410618720986e-05	5.58778620139801e-05
7	AAMP	3.33533210033111e-05	5.58892002251167e-05
8833	TBC1D20	3.33724072038787e-05	5.5911972741281e-05
8275	SMAD3	3.3536228190287e-05	5.61771858026988e-05
866	BMP2	3.38756044474007e-05	5.67363391576238e-05
9733	VPS18	3.41485856603074e-05	5.71841254193098e-05
6501	PIGK	3.45219634066106e-05	5.77998574284809e-05
8113	SIRT1	3.46699959763069e-05	5.80381551862712e-05
7700	RSPO1	3.47223016712716e-05	5.81161525011263e-05
9312	TRIM54	3.47409143385236e-05	5.81377400174042e-05
2241	DET1	3.47977214910043e-05	5.82232270934189e-05
4506	KIAA1549	3.50438091615602e-05	5.86253363921315e-05
6471	PHKA1	3.51542468961004e-05	5.88004198740595e-05
3308	GDF11	3.52470627002608e-05	5.89459754808077e-05
1791	COL11A2	3.53040949950713e-05	5.90316499646384e-05
8816	TAP1	3.53458401617846e-05	5.90917390247879e-05
1244	CCKBR	3.54977013027273e-05	5.9335871730635e-05
2205	DDX24	3.59741230397328e-05	6.01223515168722e-05
2987	FBXO38	3.59865840425949e-05	6.01332982038958e-05
8515	SRC	3.64341753541166e-05	6.08712211984608e-05
4754	LGR4	3.64445420749915e-05	6.08785429439882e-05
6553	PIWIL2	3.66285864488857e-05	6.1175933335169e-05
10141	ZNF830	3.69418980646482e-05	6.16890888069051e-05
4513	KIF13B	3.74520236350795e-05	6.25306805251376e-05
3537	GRB7	3.76104534830597e-05	6.27848938764631e-05
399	AP5M1	3.76700156894071e-05	6.28740064984969e-05
9851	WNT4	3.81418388233061e-05	6.36510705953892e-05
1206	CCDC127	3.81689433895076e-05	6.36858555193473e-05
7196	RAB6A	3.82483329962679e-05	6.38078536521866e-05
6213	PAGR1	3.84939821789418e-05	6.42071291533653e-05
9090	TMEM139	3.8833226936749e-05	6.47623635454996e-05
7815	SCAP	3.90675464045907e-05	6.51424601825768e-05
8052	SH3GL1	3.91839275000186e-05	6.53258103011618e-05
2731	EPHA5	3.96415197404821e-05	6.60778601212394e-05
6985	PSEN2	4.00815984186395e-05	6.68004752150753e-05
3977	HSPB9	4.02542524475453e-05	6.70772334396196e-05
3162	FRS2	4.02870295136404e-05	6.71208567380059e-05
5696	NDUFA4	4.04195351865368e-05	6.73305930002683e-05
9797	WDR34	4.0504815610839e-05	6.74516291662997e-05
5096	MCF2L2	4.05081664082855e-05	6.74516291662997e-05
8488	SPP1	4.05120863271495e-05	6.74516291662997e-05
5226	MICU2	4.05988193951722e-05	6.75849762243637e-05
5385	MRPL49	4.06903029874581e-05	6.77261865660031e-05
7465	RHOT2	4.07178915768113e-05	6.77610193049077e-05
1214	CCDC158	4.08802488663064e-05	6.80200804247522e-05
6859	PPWD1	4.10070773407902e-05	6.82199505785542e-05
4591	KLHL9	4.16931457905254e-05	6.93499627415002e-05
8178	SLC25A11	4.17755778911707e-05	6.94757158553015e-05
7192	RAB5A	4.2144044845182e-05	7.00770461278256e-05
7811	SCAMP2	4.22295388762849e-05	7.02077298559318e-05
7131	PYGO1	4.24171427862476e-05	7.05081035236106e-05
7256	RAMP2	4.25067936957146e-05	7.06455827914564e-05
6295	PCDHA2	4.28594277394513e-05	7.1220019339013e-05
4685	LAMB3	4.31998498186143e-05	7.17739788020191e-05
9826	WFIKKN2	4.3407640335159e-05	7.21074338879119e-05
2207	DDX31	4.37189539000284e-05	7.26127213102023e-05
3917	HOXD11	4.37329875275961e-05	7.26241727257974e-05
5584	MYOZ2	4.40861735571431e-05	7.31987340618274e-05
6596	PLB1	4.42237028009215e-05	7.34150993136056e-05
4031	IDO1	4.4443780161001e-05	7.37684084806434e-05
9971	ZCCHC7	4.45172124406695e-05	7.38782385251111e-05
2204	DDX23	4.45364366274512e-05	7.38980867413245e-05
5528	MYDGF	4.47319443857862e-05	7.42103832740709e-05
7559	ROCK2	4.4843703991724e-05	7.43836622709617e-05
8619	STIM2	4.50716236861699e-05	7.47495317507999e-05
5425	MS4A5	4.51690461713221e-05	7.48988926977767e-05
7825	SCG3	4.55445752413017e-05	7.55092835609129e-05
4456	KCNS2	4.58844284731104e-05	7.60603374379913e-05
1625	CHRNA6	4.61590544143516e-05	7.6503105336787e-05
8	AANAT	4.63038126602688e-05	7.67305238952459e-05
5412	MRPS34	4.65692017389939e-05	7.71577344121799e-05
7088	PTPN9	4.68317729589817e-05	7.75801378133399e-05
3417	GNA13	4.69216436358483e-05	7.77163596072102e-05
4740	LETM1	4.72595808454948e-05	7.82633429824545e-05
8688	SULT2B1	4.75968719632081e-05	7.88090785289251e-05
4319	ITIH3	4.78465713774967e-05	7.92096290680674e-05
6323	PCYT1B	4.79239497072494e-05	7.93248194552308e-05
5826	NIP7	4.79474358981282e-05	7.93507833726465e-05
4917	LYN	4.8375887644527e-05	8.00468290513619e-05
2694	EN1	4.84387083149472e-05	8.0137742671647e-05
4652	KRT78	4.86192183054837e-05	8.04233020848269e-05
804	BCL2L13	4.86399516882779e-05	8.04445177247359e-05
897	BPIFB3	4.89914854324158e-05	8.10127407841296e-05
8782	TAF1	4.90630790979699e-05	8.11179430625139e-05
3249	GALNT12	4.93783390974499e-05	8.16259089435096e-05
5454	MTDH	4.97657326349588e-05	8.22529322657085e-05
2401	DOK7	4.98410762233028e-05	8.23640786906529e-05
8221	SLC40A1	5.02576398799107e-05	8.30389752311728e-05
7572	RP1L1	5.08992912103017e-05	8.40854968305292e-05
1705	CLIP2	5.15004017040447e-05	8.50647161122335e-05
7910	SELENBP1	5.15088919022161e-05	8.50649281365657e-05
7172	RAB30	5.17806170532932e-05	8.54997918005441e-05
3512	GPR27	5.21982750138243e-05	8.61754384478472e-05
877	BMPR2	5.22623763015803e-05	8.62672649871777e-05
557	ARPC5L	5.27147344487152e-05	8.69998367207624e-05
9284	TRIAP1	5.27933342851973e-05	8.71154241173255e-05
1259	CCL26	5.31986278758667e-05	8.77699710316562e-05
