Gene1	Gene2
1030	AGTR1	GNG11
1031	AGTR1	GNB2
1032	AGTR1	PLCG1
1033	AGTR1	THOP1
1034	AGTR1	ARRB2
1035	AGTR1	JAK2
1036	AGTR1	HRAS
1037	AGTR1	GRK3
1038	AGTR1	GNAQ
1039	AGTR1	GPRASP1
1040	AGTR1	AGT
1041	AGTR1	ARRB1
1042	AGTR1	RAB5A
1043	AGTR1	EGFR
1044	AGTR1	GNA15
1045	AGTRAP	PITPNC1
1046	AGTRAP	PBX3
1047	AGTRAP	AGTR1
1048	AGXT	SNCAIP
1049	AGXT	PLPPR3
1050	AGXT	EWSR1
1051	AGXT	PEX5
1052	AGXT	PRG2
1053	AGXT	AGTR1
1054	AHCTF1	RANBP2
1055	AHCTF1	NUP85
1056	AHCTF1	SEC13
1057	AHCTF1	NUP43
1058	AHCTF1	NUP37
1059	AHCTF1	NUP107
1060	AHCTF1	NUP160
1061	AHCTF1	NDEL1
1062	AHCTF1	SMC3
1063	AHCTF1	PPP1CC
1064	AHCTF1	PDS5B
1065	AHCTF1	PDS5A
1066	AHCTF1	SMC1A
1067	AHCY	MCC
1068	AHCY	PINX1
1069	AHCYL1	AHCYL2
1070	AHCYL1	ITPR1
1071	AHDC1	ATXN1
1072	AHI1	B9D1
1073	AHI1	B9D2
1074	AHI1	SCLT1
1075	AHI1	DCTN2
1076	AHNAK	AKT1
1077	AHNAK	XRCC4
1078	AHNAK	S100B
1079	AHNAK	CDKN2A
1080	AHRR	MIA3
1081	AHRR	ARNT
1082	AHSA1	RAB5IF
1083	AHSA1	PHLDA3
1084	AHSA1	GCH1
1085	AHSA1	GSTK1
1086	AHSA1	CFTR
1087	AHSA1	HSP90AA1
1088	AHSA1	NEK6
1089	AHSA1	PTP4A3
1090	AHSA1	HSP90AA2P
1091	AHSA2P	HSP90AA2P
1092	AHSA2P	HSP90AA1
1093	AHSG	ABL1
1094	AHSG	DCN
1095	AHSG	RRAS2
1096	AHSG	INSR
1097	AHSG	ALB
1098	AHSG	FBXO2
1099	AICDA	RPA1
1100	AIF1	ACTA1
1101	AIFM1	TRADD
1102	AIFM1	HSPA1A
1103	AIFM1	TNFRSF1B
1104	AIFM1	RELA
1105	AIFM1	STC2
1106	AIFM1	MAP3K1
1107	AIFM1	TNFRSF14
1108	AIFM1	MAP3K3
1109	AIFM1	CASP3
1110	AIFM1	NFKB2
1111	AIFM1	CFTR
1112	AIMP1	DARS
1113	AIMP1	MAPK14
1114	AIMP1	IKBKE
1115	AIMP1	IARS
1116	AIMP1	MCC
1117	AIMP1	KARS
1118	AIMP1	MARS
1119	AIMP1	IQGAP1
1120	AIMP1	EPRS
1121	AIMP1	RARS
1122	AIMP1	QARS
1123	AIMP1	LARS
1124	AIP	CSNK2A1
1125	AIP	AHR
1126	AIP	HSP90AA1
1127	AIP	ARNT
1128	AIP	NKX2-1
1129	AIRE	CRK
1130	AIRE	ABL1
1131	AIRE	NCK1
1132	AIRE	CREBBP
1133	AJAP1	CTNNB1
1134	AJUBA	GFI1B
1135	AJUBA	RARA
1136	AJUBA	GRB2
1137	AJUBA	ACVR1
1138	AJUBA	BCAR1
1139	AJUBA	RARG
1140	AJUBA	SFN
1141	AJUBA	CTNNA1
1142	AJUBA	ACTA1
1143	AK1	FHL2
1144	AK2	SHBG
1145	AK2	MCC
1146	AK2	IKBKE
1147	AK5	TRIM46
1148	AK5	C7orf26
1149	AK5	CPNE6
1150	AK5	STRN4
1151	AK5	UGDH
1152	AK9	PEA15
1153	AKAP1	PRKAR2B
1154	AKAP1	PRKAR2A
1155	AKAP1	PRKAR1B
1156	AKAP1	MYCBP
1157	AKAP1	CAV1
1158	AKAP1	PRKAR1A
1159	AKAP10	SLC9A3R1
1160	AKAP10	PRKAR2A
1161	AKAP10	PRKAR2B
1162	AKAP10	PRKAR1A
1163	AKAP11	PRKAR2B
1164	AKAP11	PPP1CB
1165	AKAP11	PPP1CC
1166	AKAP11	GSK3B
1167	AKAP11	PRKAR1A
1168	AKAP11	PRKAR2A
1169	AKAP12	ADRB2
1170	AKAP12	PRKAR2A
1171	AKAP12	PRKCA
1172	AKAP13	RHOA
1173	AKAP13	ESR2
1174	AKAP13	CTNNAL1
1175	AKAP13	ESR1
1176	AKAP13	THRA
1177	AKAP13	YWHAB
1178	AKAP13	PRKCA
1179	AKAP13	RXRB
1180	AKAP13	PRKD1
1181	AKAP13	BAK1
1182	AKAP13	PPARA
1183	AKAP13	YWHAG
1184	AKAP13	GNAQ
1185	AKAP13	YWHAZ
1186	AKAP13	PRKAR2A
1187	AKAP13	PRKCH
1188	AKAP13	GNA12
1189	AKAP14	PRKAR2A
1190	AKAP14	PRKAR2B
1191	AKAP14	PRKACA
1192	AKAP17A	MDFI
1193	AKAP17A	EIF4A2
1194	AKAP3	GNA13
1195	AKAP3	AKAP4
1196	AKAP3	PRKAR2A
1197	AKAP4	PRKAR1A
1198	AKAP4	PRKAR2B
1199	AKAP5	GABRB3
1200	AKAP5	ADRB2
1201	AKAP5	IQGAP1
1202	AKAP5	LLGL1
1203	AKAP5	PRKAR1A
1204	AKAP5	PRKCA
1205	AKAP5	PPP3CA
1206	AKAP5	DLG4
1207	AKAP5	DLG1
1208	AKAP5	RET
1209	AKAP5	KCNJ2
1210	AKAP5	PRKAR2B
1211	AKAP5	PRKAR2A
1212	AKAP5	PRKAR1B
1213	AKAP5	CALM1
1214	AKAP6	ABL1
1215	AKAP6	PRKAR2A
1216	AKAP6	RYR2
1217	AKAP6	PDE4D
1218	AKAP6	CRK
1219	AKAP6	NCK1
1220	AKAP6	PIK3R1
1221	AKAP6	DTNBP1
1222	AKAP7	PRKAR2A
1223	AKAP7	PRKAR1A
1224	AKAP8	CCND1
1225	AKAP8	CCND2
1226	AKAP8	MCM7
1227	AKAP8	RELA
1228	AKAP8	DDX5
1229	AKAP8	MYC
1230	AKAP8	CASP3
1231	AKAP8	MCM2
1232	AKAP8	CCND3
1233	AKAP8	PRKAR2A
1234	AKAP8L	PRPF40A
1235	AKAP8L	CDC6
1236	AKAP8L	MYC
1237	AKAP8L	MAP3K3
1238	AKAP8L	DHX9
1239	AKAP8L	RELA
1240	AKAP8L	MAGED1
1241	AKAP8L	LBR
1242	AKAP8L	PRKACA
1243	AKAP8L	TMPO
1244	AKAP8L	EMD
1245	AKAP9	PCNT
1246	AKAP9	CALM1
1247	AKAP9	KCNQ1
1248	AKAP9	CSNK1D
1249	AKAP9	FNBP1
1250	AKAP9	PPP2R1B
1251	AKAP9	GRIN2A
1252	AKAP9	CDC5L
1253	AKAP9	TSNAX
1254	AKAP9	PRKCE
1255	AKAP9	GRIN1
1256	AKAP9	GRIN2B
1257	AKAP9	PPP2R3A
1258	AKAP9	PRKAR2A
1259	AKAP9	PRKAR2B
1260	AKAP9	CSNK1E
1261	AKAP9	CALM3
1262	AKAP9	CLIC1
1263	AKAP9	PKN1
1264	AKAP9	DISC1
1265	AKAP9	TRIP10
1266	AKIP1	PRKACA
1267	AKIRIN2	SPG21
1268	AKIRIN2	CCDC85B
1269	AKR1B1	MED14
1270	AKR1B1	AES
1271	AKR1B1	MAPK1
1272	AKR1B1	RNF14
1273	AKR1B1	CALR
1274	AKR1B1	DST
1275	AKR1B1	PIAS4
1276	AKR1B1	PELP1
1277	AKR1B1	CDK9
1278	AKR1B1	NCOA2
1279	AKR1B1	NCOA6
1280	AKR1B1	PAK6
1281	AKR1B1	GSK3A
1282	AKR1B1	HDAC3
1283	AKR1B1	TMF1
1284	AKR1B1	GTF2F2
1285	AKR1B1	NCOA4
1286	AKR1B1	NSD1
1287	AKR1B1	CEBPA
1288	AKR1B1	GTF2F1
1289	AKR1B1	CAV1
1290	AKR1B1	NCOR2
1291	AKR1B1	FHL2
1292	AKR1B1	ZMIZ1
1293	AKR1B1	MCC
1294	AKR1B1	DLGAP3
1295	AKR1B1	ESR1
1296	AKR1B1	HSPA1A
1297	AKR1B1	HDAC4
1298	AKR1B1	GSK3B
1299	AKR1B1	CTNNB1
1300	AKR1B1	KAT7
1301	AKR1B1	FLNA
1302	AKR1B1	SVIL
1303	AKR1B1	UBE2I
1304	AKR1B1	SRY
1305	AKR1B1	POU2F2
1306	AKR1B1	PSPC1
1307	AKR1B1	RCHY1
1308	AKR1B1	CDC37
1309	AKR1B1	TSG101
1310	AKR1B1	SMAD1
1311	AKR1B1	PRMT1
1312	AKR1B1	PRKDC
1313	AKR1B1	CALM1
1314	AKR1B1	SLC25A4
1315	AKR1B1	HNF4A
1316	AKR1B1	CREBBP
1317	AKR1B1	IL6ST
1318	AKR1B1	XRCC5
1319	AKR1B1	TRIM24
1320	AKR1B1	SELENBP1
1321	AKR1B1	CCNH
1322	AKR1B1	TCF4
1323	AKR1B1	PTEN
1324	AKR1B1	SMAD4
1325	AKR1B1	HSP90AA1
1326	AKR1B1	NR2C2
1327	AKR1B1	RB1
1328	AKR1B1	CDC25B
1329	AKR1B1	NR0B2
1330	AKR1B1	NR2C1
1331	AKR1B1	MED1
1332	AKR1B1	CEBPB
1333	AKR1B1	POU2F1
1334	AKR1B1	GSN
1335	AKR1B1	IKBKE
1336	AKR1B1	SART3
1337	AKR1B1	NR3C1
1338	AKR1B1	SRC
1339	AKR1B1	MAGEA11
1340	AKR1B1	DSP
1341	AKR1B1	VHL
1342	AKR1B1	PA2G4
1343	AKR1B1	SMARCA4
1344	AKR1B1	HMGB1
1345	AKR1B1	NONO
1346	AKR1B1	STAT3
1347	AKR1B1	EGFR
1348	AKR1B1	RAF1
1349	AKR1B1	NISCH
1350	AKR1B1	BRCA1
1351	AKR1B1	CCND1
1352	AKR1B1	CCNE1
1353	AKR1B1	NCOR1
1354	AKR1B1	RAD9A
1355	AKR1B1	NCOA1
1356	AKR1B1	PIAS2
1357	AKR1B1	AKT1
1358	AKR1B1	FOXA1
1359	AKR1B1	NR0B1
1360	AKR1B1	SMAD3
1361	AKR1B1	YWHAQ
1362	AKR1B1	RANBP9
1363	AKR1B1	DAP3
1364	AKR1B1	UXT
1365	AKR1B1	MYBBP1A
1366	AKR1B1	JUN
1367	AKR1B1	HDAC1
1368	AKR1B1	TGFB1I1
1369	AKR1B1	PRPF6
1370	AKR1B1	SPDEF
1371	AKR1B1	SP1
1372	AKR1B1	GTF2H1
1373	AKR1B1	TFE3
1374	AKR1B1	DAXX
1375	AKR1B1	GRIP1
1376	AKR1B1	NCOA3
1377	AKR1B1	BAG1
1378	AKR1B1	RAC3
1379	AKR1B1	RAN
1380	AKR1B1	DCC
1381	AKR1B1	AR
1382	AKR1B10	GOLGA1
1383	AKR1B10	GCC1
1384	AKR1B10	GOLGA4
1385	AKR1B10	ARFIP2
1386	AKR1B10	CDK5RAP3
1387	AKR1C1	CD59
1388	AKR1C1	CLU
1389	AKR1C1	C8A
1390	AKR7A2	F2
1391	AKR7A3	AKR7A2
1392	AKT2	CHUK
1393	AKT2	CDC37
1394	AKT2	TSC2
1395	AKT2	AKT1
1396	AKT3	TRIB3
1397	AKT3	TCL1A
1398	AKT3	CDC37
1399	AKT3	PDPK1
1400	AKT3	TSC2
1401	AKT3	PRKCD
1402	AKTIP	IMMT
1403	AKTIP	EXOC7
1404	AKTIP	GTF3C1
1405	AKTIP	POLA2
1406	AKTIP	HOOK1
1407	AKTIP	PDPK1
1408	AKTIP	HOOK2
1409	AKTIP	CEP126
1410	AKTIP	RPA1
1411	AKTIP	AKT1
1412	ALAS1	STAMBP
1413	ALB	RANBP2
1414	ALB	F2
1415	ALB	LAT
1416	ALB	DDB1
1417	ALB	BBC3
1418	ALB	NCOA3
1419	ALCAM	EGFR
1420	ALDH18A1	SUMO1
1421	ALDH18A1	MYC
1422	ALDH1B1	MYC
1423	ALDH2	UNC119
1424	ALDH3A2	MME
1425	ALDH5A1	ABAT
1426	ALDH7A1	RECQL5
1427	ALDOA	ATP6V1E1
1428	ALDOA	XRN1
1429	ALDOA	TGM2
1430	ALDOA	FANCA
1431	ALDOA	DYNLL1
1432	ALDOB	HSPA8
1433	ALDOB	ATP6V1E1
1434	ALG10	KCNH1
1435	ALG10	KCNH2
1436	ALG13	RERE
1437	ALG13	ATN1
1438	ALG2	SRI
1439	ALG2	ANXA11
1440	ALG2	PEF1
1441	ALMS1	MEGF10
1442	ALOX12B	LMNA
1443	ALOX5AP	ALOX5
1444	ALPI	EIF4A2
1445	ALPL	MAP3K14
1446	ALPL	TRAF3
1447	ALPL	TRAF2
1448	ALS2	YWHAB
1449	ALS2CL	RAB5A
1450	ALS2CR12	PIK3R1
1451	ALS2CR12	SULT2B1
1452	ALX1	ALX4
1453	ALX1	EP300
1454	ALX1	CREBBP
1455	ALX1	IPO13
1456	ALX4	LEF1
1457	ALYREF	TPR
1458	ALYREF	SRSF6
1459	ALYREF	SRSF1
1460	ALYREF	SRSF7
1461	ALYREF	HNRNPM
1462	ALYREF	SNRNP70
1463	ALYREF	NCBP1
1464	ALYREF	ARRB1
1465	ALYREF	CSTF2
1466	ALYREF	HNRNPC
1467	ALYREF	DDX5
1468	ALYREF	RUNX2
1469	ALYREF	RBM8A
1470	ALYREF	ARRB2
1471	ALYREF	PCBP2
1472	ALYREF	RAE1
1473	ALYREF	SRSF3
1474	ALYREF	NXT1
1475	ALYREF	U2AF2
1476	ALYREF	HNRNPA1
1477	ALYREF	SRSF4
1478	ALYREF	CSTF1
1479	ALYREF	HNRNPA2B1
1480	ALYREF	PPIE
1481	ALYREF	DHX9
1482	ALYREF	EIF4A3
1483	ALYREF	LEF1
1484	ALYREF	PCBP1
1485	ALYREF	NUDT21
1486	ALYREF	HNRNPD
1487	ALYREF	NXF1
1488	ALYREF	DDX39A
1489	ALYREF	UPF3A
1490	ALYREF	NCBP2
1491	ALYREF	MAGOH
1492	ALYREF	DDX39B
1493	ALYREF	SF3A2
1494	AMBP	ALB
1495	AMBP	F2
1496	AMBP	A2M
1497	AMBRA1	DYNLL2
1498	AMBRA1	DYNLL1
1499	AMH	S100A8
1500	AMH	ZNF408
1501	AMH	ACVR1
1502	AMH	BNIPL
1503	AMH	EGFR
1504	AMH	S100A9
1505	AMHR2	AMH
1506	AMHR2	BMPR1B
1507	AMHR2	TGFBR1
1508	AMHR2	ACVR1
1509	AMIGO1	AMIGO3
1510	AMIGO1	AMIGO2
1511	AMIGO3	AMIGO2
1512	AMN	STAMBP
1513	AMOT	MAGI1
1514	AMOT	PLG
1515	AMOTL1	MAGI2
1516	AMOTL2	MPP1
1517	AMOTL2	MAD1L1
1518	AMOTL2	GNG11
1519	AMOTL2	KRT15
1520	AMOTL2	NDC80
1521	AMOTL2	FXR2
1522	AMPD3	ALB
1523	AMPH	EPS15
1524	AMPH	CDK1
1525	AMPH	AP2A1
1526	AMT	GLDC
1527	ANAPC10	UBE2L6
1528	ANAPC10	LRP2
1529	ANAPC10	UBE2G1
1530	ANAPC10	AURKA
1531	ANAPC10	CDC34
1532	ANAPC10	APC2
1533	ANAPC10	FZR1
1534	ANAPC10	UBC
1535	ANAPC10	BUB1B
1536	ANAPC10	UBE2A
1537	ANAPC10	UBE2D2
1538	ANAPC10	CDK2
1539	ANAPC10	UBE2D1
1540	ANAPC10	UBE2Z
1541	ANAPC10	UBE2E2
1542	ANAPC10	SMAD2
1543	ANAPC10	UBE2R2
1544	ANAPC10	UBE2C
1545	ANAPC10	CCNA1
1546	ANAPC10	BUB3
1547	ANAPC10	SLC25A23
1548	ANAPC10	CCNB1
1549	ANAPC10	MAD2L1
1550	ANAPC10	UBE2D4
1551	ANAPC10	UBE2K
1552	ANAPC10	CDC27
1553	ANAPC10	ANAPC5
1554	ANAPC10	LRP8
1555	ANAPC10	PLK1
1556	ANAPC10	ANAPC2
1557	ANAPC10	ANAPC4
1558	ANAPC10	SMAD3
1559	ANAPC10	PPP2R1A
1560	ANAPC10	UBE2E1
1561	ANAPC10	ANAPC11
1562	ANAPC10	AURKB
1563	ANAPC10	UBE2B
1564	ANAPC10	UBE2J1
1565	ANAPC10	UBE2D3
1566	ANAPC10	CDC20
1567	ANAPC10	CDK1
1568	ANAPC10	CDC23
1569	ANAPC10	LRP1
1570	ANAPC10	ANAPC7
1571	ANAPC10	CCNA2
1572	ANAPC10	UBE2N
1573	ANAPC10	UBE2L3
1574	ANAPC10	CDC16
1575	ANAPC10	ANAPC15
1576	ANAPC11	UBE2N
1577	ANAPC11	RPS27A
1578	ANAPC11	UBE2Z
1579	ANAPC11	UBE2B
1580	ANAPC11	FZR1
1581	ANAPC11	CDK1
1582	ANAPC11	UBE2L3
1583	ANAPC11	UBE2R2
1584	ANAPC11	CDC20
1585	ANAPC11	UBE2J1
1586	ANAPC11	UBC
1587	ANAPC11	CCNA2
1588	ANAPC11	ANAPC2
1589	ANAPC11	UBE2E2
1590	ANAPC11	CDC27
1591	ANAPC11	UBE2D2
1592	ANAPC11	BRCC3
1593	ANAPC11	ANAPC4
1594	ANAPC11	CCNB1
1595	ANAPC11	APC2
1596	ANAPC11	ANAPC7
1597	ANAPC11	UBE2C
1598	ANAPC11	UBE2A
1599	ANAPC11	CDC16
1600	ANAPC11	CCNA1
1601	ANAPC11	UBE2L6
1602	ANAPC11	ANAPC5
1603	ANAPC11	CDK2
1604	ANAPC11	UBE2G1
1605	ANAPC11	MAD2L1
1606	ANAPC11	CDH1
1607	ANAPC11	UBE2D3
1608	ANAPC11	UBA52
1609	ANAPC11	UBE2E1
1610	ANAPC11	UBE2K
1611	ANAPC11	UBE2G2
1612	ANAPC11	UBE2D4
1613	ANAPC11	BUB1B
1614	ANAPC11	CDC23
1615	ANAPC11	UBE2D1
1616	ANAPC11	CDC34
1617	ANAPC13	ANAPC11
1618	ANAPC13	ANAPC4
1619	ANAPC13	CDC23
1620	ANAPC13	FZR1
1621	ANAPC13	ANAPC7
1622	ANAPC13	ANAPC16
1623	ANAPC13	CDC27
1624	ANAPC13	UBE2C
1625	ANAPC13	ANAPC2
1626	ANAPC13	ANAPC15
1627	ANAPC13	CDC20
1628	ANAPC13	CDC16
1629	ANAPC13	ANAPC5
1630	ANAPC13	ANAPC10
1631	ANAPC15	RPS27A
1632	ANAPC15	CDC20
1633	ANAPC15	UBC
1634	ANAPC15	UBE2D1
1635	ANAPC15	CDC27
1636	ANAPC15	ANAPC5
1637	ANAPC15	UBA52
1638	ANAPC15	UBE2E1
1639	ANAPC15	CDC23
1640	ANAPC15	FZR1
1641	ANAPC16	ANAPC15
1642	ANAPC16	ANAPC11
1643	ANAPC2	CCNA2
1644	ANAPC2	SMAD2
1645	ANAPC2	CDK2
1646	ANAPC2	CDH1
1647	ANAPC2	CDC27
1648	ANAPC2	CTNNB1
1649	ANAPC2	AXIN2
1650	ANAPC2	ACTA1
1651	ANAPC2	FZR1
1652	ANAPC2	UBA52
1653	ANAPC2	CDC20
1654	ANAPC2	UBE2D3
1655	ANAPC2	ANAPC5
1656	ANAPC2	UBE2D2
1657	ANAPC2	CDK1
1658	ANAPC2	BUB1B
1659	ANAPC2	PSTPIP1
1660	ANAPC2	CDC23
1661	ANAPC2	LYAR
1662	ANAPC2	UBE2C
1663	ANAPC2	UBE2D1
1664	ANAPC2	PLK1
1665	ANAPC2	UBC
1666	ANAPC2	UBE2D4
1667	ANAPC2	CCNB1
1668	ANAPC2	CCNA1
1669	ANAPC4	CDC16
1670	ANAPC4	ANAPC2
1671	ANAPC4	AURKA
1672	ANAPC4	ANAPC7
1673	ANAPC4	CDC20
1674	ANAPC4	CCNA2
1675	ANAPC4	CCNB1
1676	ANAPC4	FZR1
1677	ANAPC4	APC2
1678	ANAPC4	CDH1
1679	ANAPC4	BUB1B
1680	ANAPC4	PLK1
1681	ANAPC4	MAD2L1
1682	ANAPC4	CCNA1
1683	ANAPC4	ANAPC5
1684	ANAPC4	CDC23
1685	ANAPC4	CDC27
1686	ANAPC4	AURKB
1687	ANAPC4	UBE2C
1688	ANAPC5	UBE2N
1689	ANAPC5	UBE2D1
1690	ANAPC5	CDK2
1691	ANAPC5	UBE2D3
1692	ANAPC5	UBE2E1
1693	ANAPC5	UBE2L6
1694	ANAPC5	CCNA1
1695	ANAPC5	PLK1
1696	ANAPC5	BUB1B
1697	ANAPC5	CDC23
1698	ANAPC5	UBC
1699	ANAPC5	UBA52
1700	ANAPC5	CDC27
1701	ANAPC5	UBE2B
1702	ANAPC5	CDK1
1703	ANAPC5	PABPC1
1704	ANAPC5	TGFBR1
1705	ANAPC5	UBE2K
1706	ANAPC5	MAD2L1
1707	ANAPC5	FZR1
1708	ANAPC5	AURKB
1709	ANAPC5	RPS27A
1710	ANAPC5	CCNA2
1711	ANAPC5	UBE2L3
1712	ANAPC7	ANAPC2
1713	ANAPC7	CDC16
1714	ANAPC7	CDC27
1715	ANAPC7	FZR1
1716	ANAPC7	CDC20
1717	ANAPC7	CCNA1
1718	ANAPC7	CDH1
1719	ANAPC7	PLK1
1720	ANAPC7	CCNA2
1721	ANAPC7	ANAPC5
1722	ANAPC7	BUB1B
1723	ANAPC7	APC2
1724	ANAPC7	AURKB
1725	ANAPC7	AURKA
1726	ANAPC7	CDC23
1727	ANAPC7	UBE2C
1728	ANGPT1	ITGA5
1729	ANGPT1	SHC1
1730	ANGPT1	TEK
1731	ANGPT1	DOK2
1732	ANGPT1	ANGPT2
1733	ANGPT2	TEK
1734	ANGPT4	TEK
1735	ANGPT4	TIE1
1736	ANGPTL1	NR2F6
1737	ANGPTL1	TEK
1738	ANGPTL3	ITGA5
1739	ANGPTL3	ITGAV
1740	ANGPTL3	ITGB3
1741	ANK1	ARF1
1742	ANK1	SPTA1
1743	ANK1	SPTAN1
1744	ANK1	BLOC1S6
1745	ANK1	L1CAM
1746	ANK1	RAB1A
1747	ANK1	CD44
1748	ANK1	TTN
1749	ANK1	NBPF3
1750	ANK2	SPTB
1751	ANK2	ARF3
1752	ANK2	ARF5
1753	ANK2	NFASC
1754	ANK2	RAB1A
1755	ANK2	ARF1
1756	ANK2	NCK1
1757	ANK2	DCTN4
1758	ANK2	SPTAN1
1759	ANK2	SPTBN4
1760	ANK2	SPTBN1
1761	ANK2	SPTBN2
1762	ANK2	DNAJB1
1763	ANK2	OBSCN
1764	ANK2	SIGMAR1
1765	ANK2	SPTA1
1766	ANK2	L1CAM
1767	ANK3	RAB1A
1768	ANK3	FAS
1769	ANK3	SMAD2
1770	ANK3	ARF1
1771	ANK3	SPTAN1
1772	ANK3	PIK3R1
1773	ANK3	L1CAM
1774	ANK3	SMAD3
1775	ANK3	FADD
1776	ANK3	CRKL
1777	ANK3	SPTA1
1778	ANKHD1-EIF4EBP3	DISC1
1779	ANKHD1-EIF4EBP3	NFKBIE
1780	ANKLE2	ZNF512B
1781	ANKLE2	ZFYVE9
1782	ANKLE2	VRK1
1783	ANKRA2	HDAC5
1784	ANKRA2	LRP2
1785	ANKRA2	HDAC4
1786	ANKRD1	TTN
1787	ANKRD11	SRC
1788	ANKRD11	NCOA3
1789	ANKRD11	NCOA1
1790	ANKRD11	HDAC4
1791	ANKRD11	HDAC3
1792	ANKRD11	NCOA2
1793	ANKRD11	HDAC5
1794	ANKRD12	CDKN2A
1795	ANKRD13A	RNF11
1796	ANKRD13A	LAPTM5
1797	ANKRD13A	SMAD5
1798	ANKRD13D	UBQLN4
1799	ANKRD17	NFKBIE
1800	ANKRD2	TTN
1801	ANKRD2	PML
1802	ANKRD2	TCAP
1803	ANKRD23	MYPN
1804	ANKRD23	TTN
1805	ANKRD24	LRIF1
1806	ANKRD24	EEF1A1
1807	ANKRD24	UNC119
1808	ANKRD27	SMAD1
1809	ANKRD28	NCL
1810	ANKRD28	TBK1
1811	ANKRD28	NFKBIE
1812	ANKRD36BP1	TRAF2
1813	ANKRD6	AXIN2
1814	ANKRD6	CSNK1E
1815	ANKRD7	MARK3
1816	ANKS1A	YWHAG
1817	ANKS1A	ADGRL1
1818	ANKS1A	SFN
1819	ANKS1B	LRP2
1820	ANKS1B	COIL
1821	ANKS1B	HTR2A
1822	ANKS3	GFI1B
1823	ANKS4B	USH1C
1824	ANKZF1	AURKB
1825	ANKZF1	CTTN
1826	ANKZF1	CA2
1827	ANO8	COQ9
1828	ANP32A	PTPRC
1829	ANP32A	NSFL1C
1830	ANP32A	THRB
1831	ANP32A	XPO1
1832	ANP32A	AXIN1
1833	ANP32A	RARA
1834	ANP32A	ATXN1
1835	ANP32A	KPNA1
1836	ANP32A	ESR1
1837	ANP32A	HSPB3
1838	ANP32A	SET
1839	ANP32A	APEX1
1840	ANP32A	TRAF1
1841	ANP32A	KPNA5
1842	ANP32B	CDH1
1843	ANP32B	POLR1A
1844	ANP32B	ELAVL1
1845	ANP32C	APEX1
1846	ANP32E	RUVBL1
1847	ANP32E	ACTL6A
1848	ANP32E	EP400
1849	ANP32E	RUVBL2
1850	ANPEP	TM4SF1
1851	ANTXR1	AP1B1
1852	ANTXR1	POLD1
1853	ANTXR1	PIK3CA
1854	ANTXR1	ABL1
1855	ANTXR1	MSH2
1856	ANTXR1	WRN
1857	ANTXR1	RAD17
1858	ANTXR1	POLR1A
1859	ANTXR1	LRP6
1860	ANTXR1	BRCA1
1861	ANTXR1	PPP2R2A
1862	ANTXR1	MCM2
1863	ANTXR1	RPA1
1864	ANTXR1	CHEK1
1865	ANTXR1	LIG4
1866	ANTXR1	AP2A2
1867	ANTXR1	E4F1
1868	ANTXR1	BRCA2
1869	ANTXR1	HDAC2
1870	ANTXR1	ATM
1871	ANTXR1	HDAC1
1872	ANTXR1	MTA2
1873	ANTXR1	ATR
1874	ANTXR1	BCL2L1
1875	ANTXR1	MCM7
1876	ANTXR1	MTA1
1877	ANTXR1	PA2G4
1878	ANTXR1	NBN
1879	ANTXR1	MRE11
1880	ANTXR1	FLT1
1881	ANTXR1	CLSPN
1882	ANTXR2	SMAD2
1883	ANTXR2	COL4A2
1884	ANTXR2	LRP6
1885	ANTXR2	COL4A4
1886	ANTXR2	COL4A3
1887	ANXA11	PLSCR1
1888	ANXA11	S100A6
1889	ANXA11	PDCD6
1890	ANXA11	SRI
1891	ANXA2	PCNA
1892	ANXA2	S100A6
1893	ANXA2	VHL
1894	ANXA2	GRB2
1895	ANXA2	SRC
1896	ANXA5	EIF4G1
1897	ANXA6	RASA1
1898	ANXA6	GRB2
1899	ANXA6	S100A1
1900	ANXA7	SRI
1901	ANXA7	PRKCA
1902	ANXA7	PDCD6
1903	ANXA7	S100A10
1904	ANXA9	NDUFA4L2
1905	AOAH	IGHG1
1906	AOC1	FGD1
1907	AOC1	DNM2
1908	AOC1	DAO
1909	AOC3	VAV1
1910	AP1AR	GGA1
1911	AP1AR	AP1G1
1912	AP1B1	ATR
1913	AP1B1	ATM
1914	AP1B1	ARRB2
1915	AP1B1	AP1G1
1916	AP1B1	SMAD2
1917	AP1B1	BUB1
1918	AP1B1	ARF1
1919	AP1B1	CFTR
1920	AP1B1	CLTC
1921	AP1B1	CREBBP
1922	AP1B1	PRKDC
1923	AP1B1	CABIN1
1924	AP1B1	AP1M2
1925	AP1B1	ATF7IP
1926	AP1B1	DNM2
1927	AP1B1	DNM1
1928	AP1B1	ARRB1
1929	AP1B1	BUB1B
1930	AP1G1	RAB5A
1931	AP1G1	RABEP1
1932	AP1G2	RABEP1
1933	AP1G2	RAB5A
1934	AP1G2	AP2S1
1935	AP1G2	AP2A1
1936	AP1G2	AP1S2
1937	AP1G2	AP3S1
1938	AP1G2	XRN1
1939	AP1G2	HGS
1940	AP1G2	AP1S1
1941	AP1G2	CLTC
1942	AP1M1	TIFA
1943	AP1M1	GAK
1944	AP1M1	CLTC
1945	AP1M1	SNX9
1946	AP1M1	ARF1
1947	AP1M1	AP1S1
1948	AP1M1	AP1M2
1949	AP1M1	VAMP4
1950	AP1M1	DNM2
1951	AP1M1	AP1B1
1952	AP1M1	MTF1
1953	AP1M1	SELP
